unix,date,symbol,open,high,low,close,vwap,Volume XMR,Volume USD,tradecount
1591574400,2020-06-08 00:00:00,XMR/USD,66.51,68.42,66.27,68.37,67.56,9827.05453677,671875.7186789649,860
1591488000,2020-06-07 00:00:00,XMR/USD,67.54,68.18,64.79,66.50,66.30,2390.87291584,158993.04890336,555
1591401600,2020-06-06 00:00:00,XMR/USD,67.20,68.05,66.96,67.73,67.44,1948.03066197,131940.1167352281,326
1591315200,2020-06-05 00:00:00,XMR/USD,68.29,69.35,67.18,67.64,68.06,2059.79431636,139324.4875585904,525
1591228800,2020-06-04 00:00:00,XMR/USD,67.17,68.66,65.63,68.07,67.50,4291.94474968,292152.6791107176,771
1591142400,2020-06-03 00:00:00,XMR/USD,66.81,68.20,66.04,67.05,67.50,3180.98248969,213284.8759337145,432
1591056000,2020-06-02 00:00:00,XMR/USD,67.86,70.07,63.79,66.65,67.35,7478.54547297,498445.0557734506,1119
1590969600,2020-06-01 00:00:00,XMR/USD,64.86,68.69,63.41,67.71,66.16,4985.99797641,337601.92298272107,968
1590883200,2020-05-31 00:00:00,XMR/USD,68.24,68.47,64.33,65.15,66.69,4020.73190687,261950.6837325805,798
1590796800,2020-05-30 00:00:00,XMR/USD,65.90,68.70,65.50,68.30,67.76,4535.91288751,309802.85021693294,803
1590710400,2020-05-29 00:00:00,XMR/USD,67.31,67.77,65.85,65.99,66.67,3582.61073906,236416.48267056938,699
1590624000,2020-05-28 00:00:00,XMR/USD,64.47,67.42,63.27,67.23,65.75,4360.68878720,293169.107163456,822
