unix,date,symbol,open,high,low,close,vwap,Volume LINK,Volume USD,tradecount
1593043200,2020-06-25 00:00:00,LINK/USD,4.70876,4.82792,4.50358,4.81048,4.72332,299295.90887359,1439756.9837182274,1518
1592956800,2020-06-24 00:00:00,LINK/USD,4.81225,4.94982,4.49990,4.70361,4.71369,661905.43369329,3113345.0169740957,2610
1592870400,2020-06-23 00:00:00,LINK/USD,4.48875,4.94759,4.43000,4.79449,4.75299,632942.34286594,3034635.7334473203,2643
1592784000,2020-06-22 00:00:00,LINK/USD,4.17804,4.49000,4.17804,4.48802,4.36081,387147.93213834,1737527.6623955127,1452
1592697600,2020-06-21 00:00:00,LINK/USD,4.18942,4.19584,4.14027,4.17233,4.17079,80398.36773003,335448.52163103607,335
1592611200,2020-06-20 00:00:00,LINK/USD,4.09137,4.20000,4.06500,4.18117,4.15382,161817.81195175,676587.7807982984,646
1592524800,2020-06-19 00:00:00,LINK/USD,4.13665,4.16476,4.04370,4.08943,4.10005,204114.11580883,834710.3886121038,781
1592438400,2020-06-18 00:00:00,LINK/USD,4.16189,4.24613,4.09500,4.15084,4.16466,189591.14055897,786962.4898777949,849
1592352000,2020-06-17 00:00:00,LINK/USD,4.04500,4.19511,3.95608,4.16905,4.05252,300117.61487503,1251205.342294744,1092
1592265600,2020-06-16 00:00:00,LINK/USD,3.93269,4.09664,3.89548,4.04499,4.02400,210054.16491622,849666.9965444608,804
