unix,date,symbol,open,high,low,close,vwap,Volume EOS,Volume USD,tradecount
1603843200,2020-10-28 00:00:00,EOS/USD,2.6740,2.7521,2.6250,2.6575,2.6742,247830.93120477,658610.6996766763,968
1603756800,2020-10-27 00:00:00,EOS/USD,2.6300,2.6992,2.6300,2.6761,2.6685,126036.75708235,337286.9656280768,416
1603670400,2020-10-26 00:00:00,EOS/USD,2.7001,2.7487,2.5942,2.6299,2.6848,183502.19702105,482592.42794565944,565
1603584000,2020-10-25 00:00:00,EOS/USD,2.6622,2.7391,2.6215,2.7105,2.6903,166201.57010221,450489.35576204024,565
1603497600,2020-10-24 00:00:00,EOS/USD,2.6380,2.6621,2.6213,2.6621,2.6493,32549.47188767,86649.9491121663,159
1603411200,2020-10-23 00:00:00,EOS/USD,2.6721,2.6804,2.6014,2.6406,2.6493,114013.94756069,301065.229928758,433
1603324800,2020-10-22 00:00:00,EOS/USD,2.6806,2.7000,2.6614,2.6720,2.6736,24339.80476973,65035.95834471856,103
1603238400,2020-10-21 00:00:00,EOS/USD,2.5276,2.6583,2.5276,2.6123,2.6162,250483.82926056,654338.9071773608,836
1603152000,2020-10-20 00:00:00,EOS/USD,2.5812,2.5815,2.5054,2.5286,2.5393,96333.05307494,243587.7580052933,411
1603065600,2020-10-19 00:00:00,EOS/USD,2.5482,2.6112,2.5262,2.5837,2.5600,65451.08367316,169105.96488634348,390
1602979200,2020-10-18 00:00:00,EOS/USD,2.5225,2.5574,2.5224,2.5486,2.5331,36273.58865491,92446.86804590364,196
1602892800,2020-10-17 00:00:00,EOS/USD,2.5341,2.5477,2.5080,2.5224,2.5238,38515.94516222,97152.62007718373,231
1602806400,2020-10-16 00:00:00,EOS/USD,2.5994,2.6105,2.4816,2.5376,2.5321,90243.00088911,229000.63905620552,495
1602720000,2020-10-15 00:00:00,EOS/USD,2.6080,2.6237,2.5814,2.6008,2.6009,35485.85603685,92291.61438063947,216
1602633600,2020-10-14 00:00:00,EOS/USD,2.6462,2.6529,2.5851,2.6090,2.6039,36881.40457002,96223.58452318219,210
1602547200,2020-10-13 00:00:00,EOS/USD,2.6483,2.6650,2.6113,2.6399,2.6374,56299.05208870,148623.86760895912,272
1602460800,2020-10-12 00:00:00,EOS/USD,2.6582,2.6895,2.6144,2.6448,2.6478,233527.52001747,617633.5849422046,625
1602374400,2020-10-11 00:00:00,EOS/USD,2.6507,2.6842,2.6204,2.6585,2.6561,58114.29334355,154496.8488538277,325
1602288000,2020-10-10 00:00:00,EOS/USD,2.6499,2.7098,2.6363,2.6421,2.6862,103494.19383075,273442.0095202246,435
1602201600,2020-10-09 00:00:00,EOS/USD,2.6070,2.6584,2.5818,2.6424,2.6349,111000.81338563,293308.5492901887,418
1602115200,2020-10-08 00:00:00,EOS/USD,2.6398,2.6495,2.5010,2.6072,2.5787,212474.93673754,553964.6550621144,922
1602028800,2020-10-07 00:00:00,EOS/USD,2.6952,2.7188,2.5946,2.6448,2.6479,286592.15931072,757978.9429449922,1021
1601942400,2020-10-06 00:00:00,EOS/USD,2.5318,2.9699,2.4905,2.6969,2.7688,803930.52769472,2168120.24013989,3064
1601856000,2020-10-05 00:00:00,EOS/USD,2.5246,2.5324,2.4892,2.5265,2.5087,22234.78128097,56176.1749063707,154
1601769600,2020-10-04 00:00:00,EOS/USD,2.4819,2.5310,2.4775,2.5194,2.5043,18714.60445115,47149.57445422731,154
1601683200,2020-10-03 00:00:00,EOS/USD,2.4738,2.5023,2.4717,2.4819,2.4871,9276.54243391,23023.45066672123,78
1601596800,2020-10-02 00:00:00,EOS/USD,2.5397,2.5523,2.4183,2.4801,2.4785,118613.28173067,294172.8000202347,397
1601510400,2020-10-01 00:00:00,EOS/USD,2.5819,2.6210,2.4900,2.5452,2.5590,273045.97860335,694956.6247412463,665
1601424000,2020-09-30 00:00:00,EOS/USD,2.5932,2.5944,2.5553,2.5778,2.5753,47505.58457504,122459.8959175381,255
1601337600,2020-09-29 00:00:00,EOS/USD,2.5456,2.5456,2.5456,2.5456,0.0000,0.00000000,0.0,0
1601251200,2020-09-28 00:00:00,EOS/USD,2.5456,2.5456,2.5456,2.5456,0.0000,0.00000000,0.0,0
1601164800,2020-09-27 00:00:00,EOS/USD,2.5456,2.5456,2.5456,2.5456,0.0000,0.00000000,0.0,0
1601078400,2020-09-26 00:00:00,EOS/USD,2.5456,2.5456,2.5456,2.5456,0.0000,0.00000000,0.0,0
1600992000,2020-09-25 00:00:00,EOS/USD,2.5366,2.5582,2.4636,2.5456,2.5152,90809.60522044,231164.93104915207,448
1600905600,2020-09-24 00:00:00,EOS/USD,2.4372,2.5560,2.4368,2.5354,2.5108,77846.17149162,197371.18319985335,401
1600819200,2020-09-23 00:00:00,EOS/USD,2.5779,2.5779,2.3941,2.4399,2.4666,165214.86789464,403107.7561761321,418
1600732800,2020-09-22 00:00:00,EOS/USD,2.5048,2.5778,2.4914,2.5744,2.5398,45060.47084579,116003.67614540175,286
1600646400,2020-09-21 00:00:00,EOS/USD,2.6699,2.6871,2.4923,2.5056,2.5672,167735.37991546,420277.7679161766,602
1600560000,2020-09-20 00:00:00,EOS/USD,2.7049,2.7049,2.6299,2.6532,2.6513,46341.97552561,122954.52946454847,213
1600473600,2020-09-19 00:00:00,EOS/USD,2.6892,2.7250,2.6840,2.7049,2.7056,37011.88737744,100113.45416723745,194
1600387200,2020-09-18 00:00:00,EOS/USD,2.7389,2.7462,2.6484,2.6904,2.7014,58946.64161282,158590.04459513092,325
1600300800,2020-09-17 00:00:00,EOS/USD,2.7179,2.7676,2.6937,2.7395,2.7274,107114.32088848,293439.68207399093,427
1600214400,2020-09-16 00:00:00,EOS/USD,2.7000,2.7487,2.5794,2.7135,2.6640,126135.69280587,342269.2024287282,672
1600128000,2020-09-15 00:00:00,EOS/USD,2.7275,2.7817,2.7001,2.7057,2.7376,90031.81556705,243599.0833797672,363
1600041600,2020-09-14 00:00:00,EOS/USD,2.7308,2.7603,2.6930,2.7318,2.7432,81972.41892407,223932.25401677442,332
1599955200,2020-09-13 00:00:00,EOS/USD,2.7971,2.8221,2.6746,2.7271,2.7689,139575.26490671,380635.70492708887,539
1599868800,2020-09-12 00:00:00,EOS/USD,2.7877,2.8261,2.7477,2.8044,2.7890,100459.99212212,281730.0019072733,388
1599782400,2020-09-11 00:00:00,EOS/USD,2.7875,2.8200,2.7227,2.7865,2.7778,86423.45264159,240818.95078579057,456
1599696000,2020-09-10 00:00:00,EOS/USD,2.7851,2.8400,2.7448,2.7804,2.7801,319401.77777973,888064.7029387613,1034
1599609600,2020-09-09 00:00:00,EOS/USD,2.7597,2.8117,2.7000,2.7521,2.7680,124804.26942423,343473.8298824234,525
1599523200,2020-09-08 00:00:00,EOS/USD,2.8505,2.8569,2.6732,2.7652,2.7318,125887.41458065,348103.8787984134,638
1599436800,2020-09-07 00:00:00,EOS/USD,2.9101,2.9258,2.6721,2.8503,2.7870,271690.93648823,774400.6762724019,1013
1599350400,2020-09-06 00:00:00,EOS/USD,2.9131,3.0248,2.8147,2.9032,2.8990,259361.70233477,752978.8942183043,756
1599264000,2020-09-05 00:00:00,EOS/USD,3.0034,3.1450,2.7801,2.9341,2.9771,795800.39801085,2334957.9478036347,3244
1599177600,2020-09-04 00:00:00,EOS/USD,2.6210,3.2275,2.5854,3.0000,2.9524,670874.10408136,2012622.31224408,2996
1599091200,2020-09-03 00:00:00,EOS/USD,3.1067,3.1589,2.5004,2.6177,2.8532,543210.94177545,1421963.2822855955,2501
1599004800,2020-09-02 00:00:00,EOS/USD,3.4859,3.4933,2.9026,3.1051,3.1139,521523.84384634,1619383.6875272705,2421
1598918400,2020-09-01 00:00:00,EOS/USD,3.2153,3.5571,3.1573,3.4767,3.3883,333225.28262398,1158524.3400987913,1250
1598832000,2020-08-31 00:00:00,EOS/USD,3.2656,3.2933,3.1945,3.2074,3.2382,117961.32907215,378349.1668660139,600
1598745600,2020-08-30 00:00:00,EOS/USD,3.1293,3.2660,3.1293,3.2611,3.2121,61323.33924791,199981.5416213593,353
1598659200,2020-08-29 00:00:00,EOS/USD,3.1194,3.2000,3.0897,3.1258,3.1493,80174.55260217,250609.616523863,398
1598572800,2020-08-28 00:00:00,EOS/USD,2.9723,3.1700,2.9445,3.1190,3.0701,147676.79536795,460603.92475263606,801
1598486400,2020-08-27 00:00:00,EOS/USD,3.1266,3.1420,2.8578,2.9801,2.9991,261429.23639954,779085.2673942692,1284
1598400000,2020-08-26 00:00:00,EOS/USD,3.1116,3.1696,3.0629,3.1182,3.1221,217187.52497284,677234.1403703097,959
1598313600,2020-08-25 00:00:00,EOS/USD,3.3791,3.3791,3.0000,3.1234,3.1522,464025.85693220,1449338.3615420337,1839
1598227200,2020-08-24 00:00:00,EOS/USD,3.3220,3.4209,3.2882,3.3864,3.3794,120074.40709582,406619.97218928486,599
1598140800,2020-08-23 00:00:00,EOS/USD,3.3853,3.3853,3.2330,3.3215,3.3064,58463.83564067,194187.6300804854,349
1598054400,2020-08-22 00:00:00,EOS/USD,3.2526,3.3780,3.1259,3.3622,3.2304,295597.43636321,993857.7005403847,857
1597968000,2020-08-21 00:00:00,EOS/USD,3.4215,3.6379,3.2400,3.2539,3.4036,697196.24409771,2268606.8586695385,2020
1597881600,2020-08-20 00:00:00,EOS/USD,3.3627,3.4663,3.3539,3.4471,3.4171,349015.61526455,1203091.7273784303,1321
1597795200,2020-08-19 00:00:00,EOS/USD,3.5897,3.6141,3.2220,3.3492,3.3849,579779.71874375,1941798.2340165677,2229
1597708800,2020-08-18 00:00:00,EOS/USD,3.7905,3.8207,3.5080,3.5821,3.6758,540261.35745978,1935270.2085566777,1790
1597622400,2020-08-17 00:00:00,EOS/USD,3.8905,3.9138,3.6844,3.7780,3.8096,521375.59620193,1969757.0024508915,1877
1597536000,2020-08-16 00:00:00,EOS/USD,3.7273,3.9488,3.5002,3.8820,3.7780,812374.41144484,3153637.465228869,3022
1597449600,2020-08-15 00:00:00,EOS/USD,3.2720,3.8430,3.2720,3.7214,3.5651,793387.15876137,2952510.972614562,3240
1597363200,2020-08-14 00:00:00,EOS/USD,3.1462,3.2994,3.0936,3.2669,3.2049,312260.30107115,1020123.17756934,1199
1597276800,2020-08-13 00:00:00,EOS/USD,3.0244,3.1492,2.9247,3.1439,3.0426,119583.89194537,375959.7978870487,740
1597190400,2020-08-12 00:00:00,EOS/USD,3.0010,3.0479,2.9000,3.0244,3.0093,263019.78535870,795477.0388388523,1133
1597104000,2020-08-11 00:00:00,EOS/USD,3.2492,3.3031,2.8727,3.0071,3.0940,387208.81076710,1164375.6148577465,1652
1597017600,2020-08-10 00:00:00,EOS/USD,3.0285,3.2914,3.0026,3.2393,3.1506,396998.35051287,1285996.75681634,1582
1596931200,2020-08-09 00:00:00,EOS/USD,3.0677,3.0817,2.9356,3.0281,3.0216,135811.69496255,411251.3935160977,557
1596844800,2020-08-08 00:00:00,EOS/USD,2.9836,3.0868,2.9812,3.0677,3.0396,93984.40287764,288315.95270773617,486
1596758400,2020-08-07 00:00:00,EOS/USD,3.0873,3.2495,2.8086,3.0136,3.0327,384672.76565965,1159249.846591921,1618
1596672000,2020-08-06 00:00:00,EOS/USD,3.0599,3.1813,3.0064,3.0922,3.0946,199402.71045898,616593.061281258,833
1596585600,2020-08-05 00:00:00,EOS/USD,3.0375,3.1021,3.0024,3.0596,3.0555,95814.06308886,293152.70742667606,392
1596499200,2020-08-04 00:00:00,EOS/USD,3.0500,3.1041,2.9685,3.0410,3.0504,222207.56016220,675733.1904532502,681
1596412800,2020-08-03 00:00:00,EOS/USD,2.9200,3.1264,2.9090,3.0471,3.0481,124382.50148828,379005.920284938,795
1596326400,2020-08-02 00:00:00,EOS/USD,3.3073,3.4902,2.5700,2.9482,2.9943,897285.38978704,2645376.786170151,3028
1596240000,2020-08-01 00:00:00,EOS/USD,3.0986,3.3255,3.0854,3.3071,3.2204,300610.43635080,994148.7740557307,1256
1596153600,2020-07-31 00:00:00,EOS/USD,3.0489,3.1466,3.0158,3.0988,3.0641,199839.75551032,619263.4343753797,635
1596067200,2020-07-30 00:00:00,EOS/USD,3.0233,3.1056,2.9545,3.0600,3.0283,187577.76339581,573987.9559911786,661
1595980800,2020-07-29 00:00:00,EOS/USD,3.0042,3.1496,2.9558,3.0220,3.0611,348837.08182553,1054185.6612767514,1318
1595894400,2020-07-28 00:00:00,EOS/USD,2.8508,3.0795,2.7857,3.0144,2.9442,339073.45653557,1022103.0273808222,1328
1595808000,2020-07-27 00:00:00,EOS/USD,2.7161,2.9243,2.6445,2.8462,2.7790,394172.30872273,1121893.2250866343,1401
1595721600,2020-07-26 00:00:00,EOS/USD,2.7322,2.8089,2.6890,2.7200,2.7341,211030.57103308,574003.1532099777,682
1595635200,2020-07-25 00:00:00,EOS/USD,2.5977,3.0600,2.5933,2.7312,2.6912,316009.76492431,863085.8699612754,702
1595548800,2020-07-24 00:00:00,EOS/USD,2.6562,2.6562,2.5723,2.5931,2.6175,125971.65553960,326657.0999797368,521
1595462400,2020-07-23 00:00:00,EOS/USD,2.6653,2.6936,2.6313,2.6530,2.6627,153131.65117064,406258.2705557079,583
1595376000,2020-07-22 00:00:00,EOS/USD,2.6258,2.6699,2.5852,2.6631,2.6232,66750.63444499,177763.6145904529,313
1595289600,2020-07-21 00:00:00,EOS/USD,2.5611,2.6339,2.5611,2.6228,2.6171,76535.79855995,200738.09246303682,354
1595203200,2020-07-20 00:00:00,EOS/USD,2.5883,2.6131,2.5410,2.5629,2.5786,141703.95907857,363173.0767224671,577
1595116800,2020-07-19 00:00:00,EOS/USD,2.5054,2.6089,2.4721,2.5929,2.5548,112733.92336928,292307.7899042061,347
1595030400,2020-07-18 00:00:00,EOS/USD,2.4944,2.5192,2.4825,2.5059,2.4988,26902.11487203,67414.00965781997,140
1594944000,2020-07-17 00:00:00,EOS/USD,2.5005,2.5177,2.4754,2.4929,2.5008,52778.03783123,131570.3705094733,233
1594857600,2020-07-16 00:00:00,EOS/USD,2.5325,2.5502,2.4343,2.5057,2.4758,138041.35009622,345890.2109360985,480
1594771200,2020-07-15 00:00:00,EOS/USD,2.5602,2.5661,2.5068,2.5357,2.5296,83850.12375569,212618.75880730312,338
1594684800,2020-07-14 00:00:00,EOS/USD,2.5489,2.5741,2.5060,2.5618,2.5376,116903.62466810,299483.70567473856,453
1594598400,2020-07-13 00:00:00,EOS/USD,2.6196,2.6505,2.4605,2.5513,2.5784,347301.02449751,886069.1038004973,1266
1594512000,2020-07-12 00:00:00,EOS/USD,2.6203,2.6508,2.5705,2.6166,2.6175,124735.34982817,326382.51636038965,365
1594425600,2020-07-11 00:00:00,EOS/USD,2.6216,2.6385,2.5933,2.6208,2.6087,27405.14660044,71823.40821043315,179
1594339200,2020-07-10 00:00:00,EOS/USD,2.6505,2.6505,2.5765,2.6268,2.6116,64838.02482771,170316.5236174286,289
1594252800,2020-07-09 00:00:00,EOS/USD,2.6783,2.7314,2.5822,2.6510,2.6594,236588.98781984,627197.4067103958,919
1594166400,2020-07-08 00:00:00,EOS/USD,2.5602,2.7000,2.5411,2.6793,2.6484,247471.59980218,663050.6573499809,935
1594080000,2020-07-07 00:00:00,EOS/USD,2.6118,2.6228,2.5260,2.5569,2.5574,86288.83657856,220631.92624772008,404
1593993600,2020-07-06 00:00:00,EOS/USD,2.4109,2.6306,2.4069,2.6100,2.5466,169293.32282956,441855.5725851516,708
1593907200,2020-07-05 00:00:00,EOS/USD,2.4601,2.4636,2.3151,2.4067,2.4193,89712.78128085,215911.7507086217,370
1593820800,2020-07-04 00:00:00,EOS/USD,2.4169,2.4921,2.4141,2.4523,2.4638,85704.22384322,210172.4681307284,393
1593734400,2020-07-03 00:00:00,EOS/USD,2.3591,2.4525,2.3538,2.4180,2.4163,51535.92088800,124613.85670718401,291
1593648000,2020-07-02 00:00:00,EOS/USD,2.3784,2.3865,2.3085,2.3584,2.3416,65072.77105154,153467.62324795194,256
1593561600,2020-07-01 00:00:00,EOS/USD,2.3685,2.4009,2.3555,2.3830,2.3853,74487.69859070,177504.18574163812,251
1593475200,2020-06-30 00:00:00,EOS/USD,2.3776,2.3841,2.3476,2.3738,2.3641,31330.16733890,74371.55122908083,179
1593388800,2020-06-29 00:00:00,EOS/USD,2.3657,2.4119,2.3300,2.3832,2.3559,66129.31790802,157599.39043839328,338
1593302400,2020-06-28 00:00:00,EOS/USD,2.3291,2.3970,2.2990,2.3605,2.3509,26727.52262128,63090.317147531445,171
1593216000,2020-06-27 00:00:00,EOS/USD,2.4777,2.4800,2.1762,2.3293,2.3217,127888.21283464,297890.01415572694,610
1593129600,2020-06-26 00:00:00,EOS/USD,2.4778,2.5111,2.3909,2.4800,2.4361,62043.96586817,153869.0353530616,268
1593043200,2020-06-25 00:00:00,EOS/USD,2.5006,2.5210,2.4361,2.4784,2.4807,52979.19568147,131303.63857695527,291
1592956800,2020-06-24 00:00:00,EOS/USD,2.5703,2.5965,2.4570,2.4991,2.5034,123875.58149869,309577.46572337614,512
1592870400,2020-06-23 00:00:00,EOS/USD,2.5858,2.5931,2.5590,2.5692,2.5717,30786.54460072,79096.79038816983,193
1592784000,2020-06-22 00:00:00,EOS/USD,2.5100,2.6039,2.5100,2.5840,2.5713,79329.89010102,204988.4360210357,331
1592697600,2020-06-21 00:00:00,EOS/USD,2.5357,2.5491,2.5088,2.5090,2.5224,20049.48097338,50304.147762210414,121
1592611200,2020-06-20 00:00:00,EOS/USD,2.5213,2.5562,2.4503,2.5317,2.4895,99730.95411203,252488.85652542632,352
1592524800,2020-06-19 00:00:00,EOS/USD,2.5337,2.5457,2.5022,2.5153,2.5234,54421.14891900,136885.5158759607,239
1592438400,2020-06-18 00:00:00,EOS/USD,2.5664,2.5664,2.4985,2.5400,2.5343,65440.51424152,166218.9061734608,231
1592352000,2020-06-17 00:00:00,EOS/USD,2.5537,2.6008,2.5169,2.5648,2.5508,62079.36104839,159221.14521691066,313
1592265600,2020-06-16 00:00:00,EOS/USD,2.5261,2.5618,2.5235,2.5533,2.5478,40286.30715651,102863.028062717,254
1592179200,2020-06-15 00:00:00,EOS/USD,2.5589,2.5649,2.4223,2.5362,2.4912,75458.85809452,191378.7558993216,448
1592092800,2020-06-14 00:00:00,EOS/USD,2.5985,2.6036,2.5269,2.5631,2.5639,46537.67897728,119280.72498666636,244
1592006400,2020-06-13 00:00:00,EOS/USD,2.5893,2.6158,2.5534,2.6056,2.5800,39686.63928107,103407.50731075599,191
1591920000,2020-06-12 00:00:00,EOS/USD,2.5133,2.6215,2.4822,2.5889,2.5502,40234.54065305,104163.20229668115,327
1591833600,2020-06-11 00:00:00,EOS/USD,2.7596,2.7729,2.4359,2.5138,2.5702,213720.53255982,537250.6747488755,851
