unix,date,symbol,open,high,low,close,vwap,Volume ADA,Volume USD,tradecount
1594252800,2020-07-09 00:00:00,ADA/USD,0.129833,0.129992,0.117450,0.124183,0.122178,40985758.21065419,5089734.411873669,5352
1594166400,2020-07-08 00:00:00,ADA/USD,0.117824,0.138627,0.114792,0.130113,0.128458,86579553.51608400,11265125.446638238,10577
1594080000,2020-07-07 00:00:00,ADA/USD,0.105155,0.119165,0.103147,0.117618,0.111215,51419215.25360767,6047825.259698827,5399
1593993600,2020-07-06 00:00:00,ADA/USD,0.098294,0.106560,0.097200,0.105176,0.100705,32366977.59100814,3404229.2351118727,3279
1593907200,2020-07-05 00:00:00,ADA/USD,0.100193,0.100312,0.094414,0.098425,0.096745,20047946.47786462,1973219.132083825,2412
1593820800,2020-07-04 00:00:00,ADA/USD,0.096519,0.100979,0.095970,0.100138,0.098778,16584734.06848670,1660762.1001501211,2256
1593734400,2020-07-03 00:00:00,ADA/USD,0.093000,0.102561,0.092308,0.096600,0.098200,49138177.01484518,4746747.899634045,4789
1593648000,2020-07-02 00:00:00,ADA/USD,0.096978,0.096978,0.087500,0.093000,0.092882,43618417.57984816,4056512.8349258793,5453
1593561600,2020-07-01 00:00:00,ADA/USD,0.083352,0.097000,0.082680,0.097000,0.090759,44675398.38785471,4333513.643621907,5070
1593475200,2020-06-30 00:00:00,ADA/USD,0.083999,0.085001,0.082010,0.083837,0.083899,11259142.47732325,943932.7278713493,1651
1593388800,2020-06-29 00:00:00,ADA/USD,0.080206,0.084260,0.080206,0.083865,0.082473,21106590.56868484,1770104.2180427539,2270
1593302400,2020-06-28 00:00:00,ADA/USD,0.077252,0.081000,0.076266,0.080205,0.078345,8857208.26667883,710392.3890289756,1558
1593216000,2020-06-27 00:00:00,ADA/USD,0.080474,0.080770,0.074130,0.077255,0.077929,8594460.27837803,663965.0288060948,1144
1593129600,2020-06-26 00:00:00,ADA/USD,0.081644,0.081665,0.079204,0.080470,0.080441,6009050.85727028,483548.3224845394,825
1593043200,2020-06-25 00:00:00,ADA/USD,0.082460,0.083425,0.078526,0.081446,0.081320,8341916.14914915,679415.7026836016,1338
1592956800,2020-06-24 00:00:00,ADA/USD,0.082855,0.087000,0.079861,0.082445,0.083388,18575744.22598508,1531477.23271134,2092
