unix,date,symbol,open,high,low,close,vwap,Volume BCH,Volume USD,tradecount
1598054400,2020-08-22 00:00:00,BCH/USD,282.60,287.70,276.30,287.10,283.35,7807.91889308,2241653.514203268,1628
1597968000,2020-08-21 00:00:00,BCH/USD,294.80,305.20,281.60,282.90,291.77,9058.63001756,2562686.431967724,2251
1597881600,2020-08-20 00:00:00,BCH/USD,293.00,296.20,289.30,295.10,292.56,5014.40769907,1479751.711995557,1049
1597795200,2020-08-19 00:00:00,BCH/USD,304.30,309.20,265.00,292.30,293.23,18172.94550735,5311951.971798405,3013
1597708800,2020-08-18 00:00:00,BCH/USD,317.90,324.60,300.10,303.60,310.34,10192.43016653,3094421.7985585085,2668
1597622400,2020-08-17 00:00:00,BCH/USD,308.70,325.40,301.40,317.70,315.77,16649.45905164,5289533.140706027,3590
1597536000,2020-08-16 00:00:00,BCH/USD,302.70,314.00,294.50,308.50,304.91,5986.82830948,1846936.53347458,1988
1597449600,2020-08-15 00:00:00,BCH/USD,294.50,309.10,291.00,302.20,299.88,10007.41210253,3024239.937384566,2340
1597363200,2020-08-14 00:00:00,BCH/USD,296.60,298.20,287.40,293.60,293.53,6706.93331950,1969155.6226052002,1717
1597276800,2020-08-13 00:00:00,BCH/USD,284.80,297.80,274.70,296.40,285.92,6847.39974021,2029569.282998244,2113
1597190400,2020-08-12 00:00:00,BCH/USD,281.30,290.30,270.30,285.20,283.23,6099.70683694,1739636.389895288,2042
1597104000,2020-08-11 00:00:00,BCH/USD,302.60,305.90,268.60,281.90,287.03,11519.49583452,3247345.8757511876,3343
1597017600,2020-08-10 00:00:00,BCH/USD,300.00,309.60,286.20,302.40,302.99,8296.69923724,2508921.8493413758,2439
1596931200,2020-08-09 00:00:00,BCH/USD,305.40,309.20,291.90,299.70,302.15,7458.45927210,2235300.24384837,1705
1596844800,2020-08-08 00:00:00,BCH/USD,302.50,309.50,297.10,304.00,304.49,7221.13390098,2195224.7058979203,1734
1596758400,2020-08-07 00:00:00,BCH/USD,308.90,326.40,278.10,302.30,307.34,15412.84966314,4659304.453167222,4719
1596672000,2020-08-06 00:00:00,BCH/USD,293.00,319.70,287.60,308.30,307.09,8737.97808138,2693918.6424894542,2703
1596585600,2020-08-05 00:00:00,BCH/USD,288.50,298.50,284.00,293.90,292.51,6216.49323064,1827027.3604850958,1814
1596499200,2020-08-04 00:00:00,BCH/USD,297.50,303.00,281.30,288.50,291.54,6370.61919120,1837923.6366612,1694
1596412800,2020-08-03 00:00:00,BCH/USD,284.20,304.70,279.10,297.30,293.02,12356.33740019,3673539.109076487,3148
1596326400,2020-08-02 00:00:00,BCH/USD,319.80,337.90,242.50,284.00,290.61,22296.28973191,6332146.28386244,7666
1596240000,2020-08-01 00:00:00,BCH/USD,302.00,321.70,298.60,319.80,311.78,12848.06089771,4108809.875087658,3372
1596153600,2020-07-31 00:00:00,BCH/USD,292.30,306.70,287.50,301.40,297.01,7919.40472695,2386908.5847027297,2324
